tag,raw_text,tokens,ch_count
Misandry,aids raja yaar theriyumaa kazhmozhi pooda 0adutha ahh raja,"['aids', 'raja', 'yaar', 'theriyumaa', 'kazhmozhi', 'pooda', '0adutha', 'ahh', 'raja']",9
None-of-the-above,Dislike potta 744 perum kalaachara kaavalargal...!!😆😅😂,"['dislike', 'potta', '744', 'perum', 'kalaachara', 'kaavalargal', '......', '!', '!']",9
Misandry,Enna  phattalea 9 Maathi than da Irukka... 😂🤣😂🤣,"['enna', 'phattalea', '9', 'maathi', 'than', 'da', 'irukka', '......']",8
None-of-the-above,Mapla totally dif da avanga manasa pakkumbodhu kan kalangitenda ❤️,"['mapla', 'totally', 'dif', 'da', 'avanga', 'manasa', 'pakkumbodhu', 'kan', 'kalangitenda']",9
None-of-the-above,Vera level nu sollvangale adhu idhu dhaan,"['vera', 'level', 'nu', 'sollvangale', 'adhu', 'idhu', 'dhaan']",7
Counter-speech,Thirunangai la yellarum ipdi kidaiyadhu sila nalavangalum irukanga. Aana ipdi panravangala la dhan ozhunga irukavangalukum ketta peru varudhu.,"['thirunangai', 'la', 'yellarum', 'ipdi', 'kidaiyadhu', 'sila', 'nalavangalum', 'irukanga', '.', 'aana', 'ipdi', 'panravangala', 'la', 'dhan', 'ozhunga', 'irukavangalukum', 'ketta', 'peru', 'varudhu', '.']",20
None-of-the-above,Ella avanga asai padalam nama vetla erukra porula one share but fulla venum apadi soldrathu nay ama ella paithiyama,"['ella', 'avanga', 'asai', 'padalam', 'nama', 'vetla', 'erukra', 'porula', 'one', 'share', 'but', 'fulla', 'venum', 'apadi', 'soldrathu', 'nay', 'ama', 'ella', 'paithiyama']",19
None-of-the-above,mavaney unakku irukku oru naal,"['mavaney', 'unakku', 'irukku', 'oru', 'naal']",5
Misogyny,Gh Wb  ungotha pundaya poi paaru...Nalla kilichi anupitten...poi thaiyal podu,"['gh', 'wb', 'ungotha', 'pundaya', 'poi', 'paaru', '......', 'nalla', 'kilichi', 'anupitten', '......', 'poi', 'thaiyal', 'podu']",14
None-of-the-above,Magi Priya  saptingla Naa epa than saptu vantha,"['magi', 'priya', 'saptingla', 'naa', 'epa', 'than', 'saptu', 'vantha']",8
None-of-the-above,R Ramya  bhuvana.. yours name plz...,"['r', 'ramya', 'bhuvana', '......', 'yours', 'name', 'plz', '......']",8
Misogyny,Senthamarai Selvi ne nerla pathiya D koothi moodu video pathutu ne pesuva unaku therium adhu avan wifenu po d,"['senthamarai', 'selvi', 'ne', 'nerla', 'pathiya', 'd', 'koothi', 'moodu', 'video', 'pathutu', 'ne', 'pesuva', 'unaku', 'therium', 'adhu', 'avan', 'wifenu', 'po', 'd']",19
None-of-the-above,Super girls sema pa👍👍.but innum varathachanai kuraiyala.,"['super', 'girls', 'sema', 'pa', '.', 'but', 'innum', 'varathachanai', 'kuraiyala', '.']",10
None-of-the-above,Ethavathu uruppadiaga idea vai chollunga,"['ethavathu', 'uruppadiaga', 'idea', 'vai', 'chollunga']",5
None-of-the-above,Yenda  Title. Thappa. Poduringa,"['yenda', 'title', '.', 'thappa', '.', 'poduringa']",6
None-of-the-above,Avan appadithan ...Ivana mari niraya patruken.. kadaisila avangalukke aappu aguthu theriama poium,"['avan', 'appadithan', '......', 'ivana', 'mari', 'niraya', 'patruken', '......', 'kadaisila', 'avangalukke', 'aappu', 'aguthu', 'theriama', 'poium']",14
None-of-the-above,Hi cikku gd morning have nice day love u ❤😍👌👍,"['hi', 'cikku', 'gd', 'morning', 'have', 'nice', 'day', 'love', 'u']",9
Xenophobia,Antha aasiriyar oruvela indirana thannai karpanai panni iruparo😄... ippadi pattavargalai kandippaga bramana samutayam cini ulaguku promotion koduthuvida vendum😄.,"['antha', 'aasiriyar', 'oruvela', 'indirana', 'thannai', 'karpanai', 'panni', 'iruparo', '......', 'ippadi', 'pattavargalai', 'kandippaga', 'bramana', 'samutayam', 'cini', 'ulaguku', 'promotion', 'koduthuvida', 'vendum', '.']",20
None-of-the-above,Ivaru oru vela vaanga ma irruhu irrupaaro,"['ivaru', 'oru', 'vela', 'vaanga', 'ma', 'irruhu', 'irrupaaro']",7
Misogyny,Correct superb truth ; Penkallai eppadi addikkallam ; Enru therium kavallikall,"['correct', 'superb', 'truth', ';', 'penkallai', 'eppadi', 'addikkallam', ';', 'enru', 'therium', 'kavallikall']",11
None-of-the-above,Praveen kumar boss chumma ivanungka natikiranunga...ivanungalukum pannirupanunga,"['praveen', 'kumar', 'boss', 'chumma', 'ivanungka', 'natikiranunga', '......', 'ivanungalukum', 'pannirupanunga']",9
None-of-the-above,Babu Natarajan  karumal aj 33,"['babu', 'natarajan', 'karumal', 'aj', '33']",5
Transphobic,Ore visayam pidikadhu.... Sabam vduvangle....,"['ore', 'visayam', 'pidikadhu', '......', 'sabam', 'vduvangle', '......']",7
None-of-the-above,Dei black sata iyooo sinungurane😁😁😁thaliye nilu da pakatula engaiyum public la vanturatha unaku gay ok tan ana nee love panra partner Kum pidikutha pathutu po athan nee seiyura miga periya uthavi aiya,"['dei', 'black', 'sata', 'iyooo', 'sinunguranethaliye', 'nilu', 'da', 'pakatula', 'engaiyum', 'public', 'la', 'vanturatha', 'unaku', 'gay', 'ok', 'tan', 'ana', 'nee', 'love', 'panra', 'partner', 'kum', 'pidikutha', 'pathutu', 'po', 'athan', 'nee', 'seiyura', 'miga', 'periya', 'uthavi', 'aiya']",32
Hope-Speech,Sennila akka.....Romba Azhagaa Irukkeenga.....Kavalai Padadheenga akka....God Bless You......❤❤❤❤❤❤,"['sennila', 'akka', '......', 'romba', 'azhagaa', 'irukkeenga', '......', 'kavalai', 'padadheenga', 'akka', '......', 'god', 'bless', 'you', '......']",15
Hope-Speech,Puvana Puvana   enka appa aptithan enka amma   yelamey enka appa than vanki tharuvanka   enka patti v2la vasathy ila but enka appa kasta ptu epo nanka nala nilamaiyela erukom thank god,"['puvana', 'puvana', 'enka', 'appa', 'aptithan', 'enka', 'amma', 'yelamey', 'enka', 'appa', 'than', 'vanki', 'tharuvanka', 'enka', 'patti', 'v2la', 'vasathy', 'ila', 'but', 'enka', 'appa', 'kasta', 'ptu', 'epo', 'nanka', 'nala', 'nilamaiyela', 'erukom', 'thank', 'god']",30
None-of-the-above,I like u vj anna,"['i', 'like', 'u', 'vj', 'anna']",5
Misandry,Eantha naiya first Jail la podunga,"['eantha', 'naiya', 'first', 'jail', 'la', 'podunga']",6
Xenophobia,ok bro China  apudiye panirendha namaa yan pandruth bro ??,"['ok', 'bro', 'china', 'apudiye', 'panirendha', 'namaa', 'yan', 'pandruth', 'bro', '?', '?']",11
None-of-the-above,Real girl mariyea erukanga pa,"['real', 'girl', 'mariyea', 'erukanga', 'pa']",5
Hope-Speech,Paruga thirunangaina avagakudhu pesatha avangakudhu palagatha unnaiyum penna mathi ruvaganu solluvaga ippa pathigala antha paiyan evalo soliyum unga appa amma ketta sollunnu thana sonnaga...seri va va nnu kuppetagala neega le sollunga avanga rompa nalla avaga than thirunangai ya mathika vendhom 🤝🙏babu.g karaikudi,"['paruga', 'thirunangaina', 'avagakudhu', 'pesatha', 'avangakudhu', 'palagatha', 'unnaiyum', 'penna', 'mathi', 'ruvaganu', 'solluvaga', 'ippa', 'pathigala', 'antha', 'paiyan', 'evalo', 'soliyum', 'unga', 'appa', 'amma', 'ketta', 'sollunnu', 'thana', 'sonnaga', '......', 'seri', 'va', 'va', 'nnu', 'kuppetagala', 'neega', 'le', 'sollunga', 'avanga', 'rompa', 'nalla', 'avaga', 'than', 'thirunangai', 'ya', 'mathika', 'vendhom', 'babu', '.', 'g', 'karaikudi']",46
None-of-the-above,Otha. Thevdiya. Unaku vera concept eh kedaikalaya,"['otha', '.', 'thevdiya', '.', 'unaku', 'vera', 'concept', 'eh', 'kedaikalaya']",9
Misandry,Prince Vegeta  unggale maathiri pesura butthi enakku ille....naan saga manushanggala mathikkira aalu.....neengge Reply panne  vithathileye terinjirukkum yaaru eena paya nu,"['prince', 'vegeta', 'unggale', 'maathiri', 'pesura', 'butthi', 'enakku', 'ille', '......', 'naan', 'saga', 'manushanggala', 'mathikkira', 'aalu', '......', 'neengge', 'reply', 'panne', 'vithathileye', 'terinjirukkum', 'yaaru', 'eena', 'paya', 'nu']",24
None-of-the-above,Madurai cinema hall a enaku nall fun kidaichathu,"['madurai', 'cinema', 'hall', 'a', 'enaku', 'nall', 'fun', 'kidaichathu']",8
Misandry,Unmai la iva echa raja tha,"['unmai', 'la', 'iva', 'echa', 'raja', 'tha']",6
Misandry,Dai H Raja thevdiya paiya muditu poda punda,"['dai', 'h', 'raja', 'thevdiya', 'paiya', 'muditu', 'poda', 'punda']",8
Misandry,18 vayasu aaita oon pulla onake sontham illanu solriye da pepunda apo 18 vayusuku apm even kuda venunalum ethana peru kudanalum padutha onnum illa ithala oru matter'ye illanu solluviya da sunni...jathi illatha ponnu mattum venum jathi ulla scholarship and matha salukaikala venuma...ithuku palaperu pudichu oompuda pacha satta punda magane...daiii intha mannu irukuravara jathi irukum da atha yaralayum matha mudiyathu da...yen pillangalukum itha solli kudupen da...,"['18', 'vayasu', 'aaita', 'oon', 'pulla', 'onake', 'sontham', 'illanu', 'solriye', 'da', 'pepunda', 'apo', '18', 'vayusuku', 'apm', 'even', 'kuda', 'venunalum', 'ethana', 'peru', 'kudanalum', 'padutha', 'onnum', 'illa', 'ithala', 'oru', 'matter', ""'"", 'ye', 'illanu', 'solluviya', 'da', 'sunni', '......', 'jathi', 'illatha', 'ponnu', 'mattum', 'venum', 'jathi', 'ulla', 'scholarship', 'and', 'matha', 'salukaikala', 'venuma', '......', 'ithuku', 'palaperu', 'pudichu', 'oompuda', 'pacha', 'satta', 'punda', 'magane', '......', 'daiii', 'intha', 'mannu', 'irukuravara', 'jathi', 'irukum', 'da', 'atha', 'yaralayum', 'matha', 'mudiyathu', 'da', '......', 'yen', 'pillangalukum', 'itha', 'solli', 'kudupen', 'da', '......']",76
None-of-the-above,Last line speech sema sir,"['last', 'line', 'speech', 'sema', 'sir']",5
None-of-the-above,Mani M  number kudu Machi,"['mani', 'm', 'number', 'kudu', 'machi']",5
None-of-the-above,S maam even I feel the same...,"['s', 'maam', 'even', 'i', 'feel', 'the', 'same', '......']",8
None-of-the-above,Babu Natarajan  hi I love you num pathutu utan delete panniru onbthu nalu eattu eaalu rendu eattueattu  rendu. Onbthu munu,"['babu', 'natarajan', 'hi', 'i', 'love', 'you', 'num', 'pathutu', 'utan', 'delete', 'panniru', 'onbthu', 'nalu', 'eattu', 'eaalu', 'rendu', 'eattueattu', 'rendu', '.', 'onbthu', 'munu']",21
None-of-the-above,Super Anna............ Veara leval...... ❤️❤️❤️👌👌👌,"['super', 'anna', '......', 'veara', 'leval', '......']",6
None-of-the-above,First Anda Allu ena varthai kettan first podungada.  Ivanga pesuratha mattum eduthu iruga,"['first', 'anda', 'allu', 'ena', 'varthai', 'kettan', 'first', 'podungada', '.', 'ivanga', 'pesuratha', 'mattum', 'eduthu', 'iruga']",14
Counter-speech,Nejamavea na aluthute..🥺.nama aluguratha pathu ..avanga manasu kalanguthu.. ana . Namalalah . Avanga manasu eavlo kayam paturukum. Antha kayam maraiyathu . Ana mathalam . Plss avangalah asinga paduthathinga . Nama kaila oru ring podurathukula nallaruka nu than pathu poduro. Ana avanga enna analum parvala nu . Avangaluku putichatha panranga. Namalala athu mudiyathu. Purinchikonga pls .avangala asinga paduthathinga. Aprm nenga alanum💯,"['nejamavea', 'na', 'aluthute', '......', 'nama', 'aluguratha', 'pathu', '......', 'avanga', 'manasu', 'kalanguthu', '......', 'ana', '.', 'namalalah', '.', 'avanga', 'manasu', 'eavlo', 'kayam', 'paturukum', '.', 'antha', 'kayam', 'maraiyathu', '.', 'ana', 'mathalam', '.', 'plss', 'avangalah', 'asinga', 'paduthathinga', '.', 'nama', 'kaila', 'oru', 'ring', 'podurathukula', 'nallaruka', 'nu', 'than', 'pathu', 'poduro', '.', 'ana', 'avanga', 'enna', 'analum', 'parvala', 'nu', '.', 'avangaluku', 'putichatha', 'panranga', '.', 'namalala', 'athu', 'mudiyathu', '.', 'purinchikonga', 'pls', '.', 'avangala', 'asinga', 'paduthathinga', '.', 'aprm', 'nenga', 'alanum']",70
Homophobia,Modhal poi hair valarthi chudi pottu oru ponna ir oru paiyana love pannu unnnna year keakka pora,"['modhal', 'poi', 'hair', 'valarthi', 'chudi', 'pottu', 'oru', 'ponna', 'ir', 'oru', 'paiyana', 'love', 'pannu', 'unnnna', 'year', 'keakka', 'pora']",17
None-of-the-above,Po d 9ngala ningalum un kadhayum,"['po', 'd', '9ngala', 'ningalum', 'un', 'kadhayum']",6
Counter-speech,Chance ah illa semma talk well ithalam hetro sexual aanaa naaga peasanaa engala veara mathiri peasuranga irunthalum inthamathiri neegalae thairiyama peasumboothu nagalum peasarathu thapilla nu oru faith keadaichi irukuu tanx Akka☺️😍😍😍😘😘😘,"['chance', 'ah', 'illa', 'semma', 'talk', 'well', 'ithalam', 'hetro', 'sexual', 'aanaa', 'naaga', 'peasanaa', 'engala', 'veara', 'mathiri', 'peasuranga', 'irunthalum', 'inthamathiri', 'neegalae', 'thairiyama', 'peasumboothu', 'nagalum', 'peasarathu', 'thapilla', 'nu', 'oru', 'faith', 'keadaichi', 'irukuu', 'tanx', 'akka']",31
Misandry,Ada maanamketta naatherigala epdi voice kuda vidama copy adikiringa chai kopinath nenapa,"['ada', 'maanamketta', 'naatherigala', 'epdi', 'voice', 'kuda', 'vidama', 'copy', 'adikiringa', 'chai', 'kopinath', 'nenapa']",12
Misandry,S K  thalaiva.....yaaru neenga? Enakke ungala paakanum pola irukku.....semaya respond pannuringa indha potta thayoligalukku,"['s', 'k', 'thalaiva', '......', 'yaaru', 'neenga', '?', 'enakke', 'ungala', 'paakanum', 'pola', 'irukku', '......', 'semaya', 'respond', 'pannuringa', 'indha', 'potta', 'thayoligalukku']",19
None-of-the-above,Anandsir reyalee ur a great sir yappavum nearmayaa pesuringa,"['anandsir', 'reyalee', 'ur', 'a', 'great', 'sir', 'yappavum', 'nearmayaa', 'pesuringa']",9
None-of-the-above,Ohh apdiya nalla sogamae irunthu irukkumo unakku🤭🤭🤭,"['ohh', 'apdiya', 'nalla', 'sogamae', 'irunthu', 'irukkumo', 'unakku']",7
None-of-the-above,H.Raja pola ela hindukalum thunichala iruntha vera entha hindu thurokiyum vaaya thirakamatan,"['h', '.', 'raja', 'pola', 'ela', 'hindukalum', 'thunichala', 'iruntha', 'vera', 'entha', 'hindu', 'thurokiyum', 'vaaya', 'thirakamatan']",14
Misogyny,deviyaalunga eppadi kekkaraanga paaru ivlo pavunu venum avlo venum,"['deviyaalunga', 'eppadi', 'kekkaraanga', 'paaru', 'ivlo', 'pavunu', 'venum', 'avlo', 'venum']",9
Misandry,Intha theudiyaa paisan echaksla rasa... Yaar Evan.,"['intha', 'theudiyaa', 'paisan', 'echaksla', 'rasa', '......', 'yaar', 'evan', '.']",9
None-of-the-above,Vaanga bro neenga thaa varum  .👏👏👏💪☝,"['vaanga', 'bro', 'neenga', 'thaa', 'varum', '.']",6
Misogyny,Entha Theyvitiya va ellam Seruppala atikanum,"['entha', 'theyvitiya', 'va', 'ellam', 'seruppala', 'atikanum']",6
None-of-the-above,Entha place thiruvannamalai pa na evangala pathuirukka,"['entha', 'place', 'thiruvannamalai', 'pa', 'na', 'evangala', 'pathuirukka']",7
None-of-the-above,madam na sollura point ku varan... varathachanai mapla veetla kekuratha sollw kora sollurega mega mega thappu than antha visayam maatru karuthu illa.. ugga family soolnila ugga veetla iruka kastam yethum theriyama than mapla veetla varathachanai kekuraga..aana yellam therinja neegale ipadi keta niyaama..,"['madam', 'na', 'sollura', 'point', 'ku', 'varan', '......', 'varathachanai', 'mapla', 'veetla', 'kekuratha', 'sollw', 'kora', 'sollurega', 'mega', 'mega', 'thappu', 'than', 'antha', 'visayam', 'maatru', 'karuthu', 'illa', '......', 'ugga', 'family', 'soolnila', 'ugga', 'veetla', 'iruka', 'kastam', 'yethum', 'theriyama', 'than', 'mapla', 'veetla', 'varathachanai', 'kekuraga', '......', 'aana', 'yellam', 'therinja', 'neegale', 'ipadi', 'keta', 'niyaama', '......']",47
None-of-the-above,Vijay TV show apdiye copy pannitingaleda.. Ithoda 2 show copy pannitingada.. Owna yosingada,"['vijay', 'tv', 'show', 'apdiye', 'copy', 'pannitingaleda', '......', 'ithoda', '2', 'show', 'copy', 'pannitingada', '......', 'owna', 'yosingada']",15
None-of-the-above,Neenga thaney raja apdi eluthi vachirukkinga,"['neenga', 'thaney', 'raja', 'apdi', 'eluthi', 'vachirukkinga']",6
Misandry,H raja oru thevudiya mavan.kuchikari mavan..,"['h', 'raja', 'oru', 'thevudiya', 'mavan', '.', 'kuchikari', 'mavan', '......']",9
None-of-the-above,Ameer Dheen   y bro,"['ameer', 'dheen', 'y', 'bro']",4
None-of-the-above,Unnakku mattum illa rasathi Inga mattum yenna vazhutham,"['unnakku', 'mattum', 'illa', 'rasathi', 'inga', 'mattum', 'yenna', 'vazhutham']",8
None-of-the-above,Yenaku ippadi oru lover illa,"['yenaku', 'ippadi', 'oru', 'lover', 'illa']",5
None-of-the-above,Do u act like man,"['do', 'u', 'act', 'like', 'man']",5
Hope-Speech,Antha akka nalla manasukku eppavum santhosama irukkanum,"['antha', 'akka', 'nalla', 'manasukku', 'eppavum', 'santhosama', 'irukkanum']",7
Misandry,H raja 100 kku 100 sathavigutham orru thevidiya paiyan .. avan pondati avan veetu pombalainga ellarum 10kkum 50kum vilai pogum thevidiya pundaingal ..,"['h', 'raja', '100', 'kku', '100', 'sathavigutham', 'orru', 'thevidiya', 'paiyan', '......', 'avan', 'pondati', 'avan', 'veetu', 'pombalainga', 'ellarum', '10kkum', '50kum', 'vilai', 'pogum', 'thevidiya', 'pundaingal', '......']",23
None-of-the-above,Part-2 vendam na avanga paavam avangala namba vachi last ah prank nu sonna avanga kastapaduvaanga,"['part', '-', '2', 'vendam', 'na', 'avanga', 'paavam', 'avangala', 'namba', 'vachi', 'last', 'ah', 'prank', 'nu', 'sonna', 'avanga', 'kastapaduvaanga']",17
None-of-the-above,Use full prank ; Good keep it up guys,"['use', 'full', 'prank', ';', 'good', 'keep', 'it', 'up', 'guys']",9
None-of-the-above,Ponga da  poi velai parnga  I am not,"['ponga', 'da', 'poi', 'velai', 'parnga', 'i', 'am', 'not']",8
Misandry,vijai Kumar nee oru palaottra mavan,"['vijai', 'kumar', 'nee', 'oru', 'palaottra', 'mavan']",6
Misandry,H raja pool thuki valavai,"['h', 'raja', 'pool', 'thuki', 'valavai']",5
Hope-Speech,Ninga sollitan dheriyuthu akka ninga romba azhaga irukinga and bold ha irukinga and sooo sweet god bless you sister,"['ninga', 'sollitan', 'dheriyuthu', 'akka', 'ninga', 'romba', 'azhaga', 'irukinga', 'and', 'bold', 'ha', 'irukinga', 'and', 'sooo', 'sweet', 'god', 'bless', 'you', 'sister']",19
None-of-the-above,Avarun Sivam   poor mentality,"['avarun', 'sivam', 'poor', 'mentality']",4
Misandry,Dai sontha mahalugu periyar oththan avanvalieil pogum naikal ninkalum olunkada unka. Mahalugu,"['dai', 'sontha', 'mahalugu', 'periyar', 'oththan', 'avanvalieil', 'pogum', 'naikal', 'ninkalum', 'olunkada', 'unka', '.', 'mahalugu']",13
None-of-the-above,Endha mbbs doctor idhu noi nu unaku sonnaru??,"['endha', 'mbbs', 'doctor', 'idhu', 'noi', 'nu', 'unaku', 'sonnaru', '?', '?']",10
None-of-the-above,Hari Haran  ok suma  dha ketan,"['hari', 'haran', 'ok', 'suma', 'dha', 'ketan']",6
Counter-speech,Bro...En niyambagamla...Avar caste vechu venam sollala..Director Ameer kuda cheran kuda irundhar...Andha paiyan Already neraya pera avan famil members kudaye serndhu kasukaga love pannanganu case irundhuchu...,"['bro', '......', 'en', 'niyambagamla', '......', 'avar', 'caste', 'vechu', 'venam', 'sollala', '......', 'director', 'ameer', 'kuda', 'cheran', 'kuda', 'irundhar', '......', 'andha', 'paiyan', 'already', 'neraya', 'pera', 'avan', 'famil', 'members', 'kudaye', 'serndhu', 'kasukaga', 'love', 'pannanganu', 'case', 'irundhuchu', '......']",34
Misogyny,Bro sunny Leone mia khalifa la niraiya per kuda panraangale avangaluku la y Hiv vara la,"['bro', 'sunny', 'leone', 'mia', 'khalifa', 'la', 'niraiya', 'per', 'kuda', 'panraangale', 'avangaluku', 'la', 'y', 'hiv', 'vara', 'la']",16
None-of-the-above,Yen da galata vittutu vantha,"['yen', 'da', 'galata', 'vittutu', 'vantha']",5
Misandry,Dai un ponnu pathi unaku thryatha love panar da nai caste pakara da nai chuu .........unaku savu varmathuthu,"['dai', 'un', 'ponnu', 'pathi', 'unaku', 'thryatha', 'love', 'panar', 'da', 'nai', 'caste', 'pakara', 'da', 'nai', 'chuu', '......', 'unaku', 'savu', 'varmathuthu']",19
None-of-the-above,dinesh prabu B  thambi avaru right than pesararu videova nalla parunga,"['dinesh', 'prabu', 'b', 'thambi', 'avaru', 'right', 'than', 'pesararu', 'videova', 'nalla', 'parunga']",11
None-of-the-above,Veknesh a/l Arumugam  Fine yaar,"['veknesh', 'a', '/', 'l', 'arumugam', 'fine', 'yaar']",7
Counter-speech,mani Selvaraj  Reservation illatha timela yaru ella velailaum irunthanga theriumaa...konjam poi yethachum padinga... reservation la vantha talent illanu meaning illa da dei...,"['mani', 'selvaraj', 'reservation', 'illatha', 'timela', 'yaru', 'ella', 'velailaum', 'irunthanga', 'theriumaa', '......', 'konjam', 'poi', 'yethachum', 'padinga', '......', 'reservation', 'la', 'vantha', 'talent', 'illanu', 'meaning', 'illa', 'da', 'dei', '......']",26
Counter-speech,Ethana Veetla ponunga Appa Amma va vechi pathukuranga nu theriyumma? Vara salary la pathi kalyanam panni ponna veedu..pathi vazhantha veedu.,"['ethana', 'veetla', 'ponunga', 'appa', 'amma', 'va', 'vechi', 'pathukuranga', 'nu', 'theriyumma', '?', 'vara', 'salary', 'la', 'pathi', 'kalyanam', 'panni', 'ponna', 'veedu', '......', 'pathi', 'vazhantha', 'veedu', '.']",24
Misogyny,40% இடஒதுக்கீடு பெண்களுக்கே  apo apdi work panra ponna pathu marriage pannikalam la,"['40', '%', 'இடஒதுக்கீடு', 'பெண்களுக்கே', 'apo', 'apdi', 'work', 'panra', 'ponna', 'pathu', 'marriage', 'pannikalam', 'la']",13
None-of-the-above,Kavalamana vazhkaaa thevayaa sonda appa amma kitta kaasu kekuradu ungalukku urimaya sir inga only ponunga kekkarada pathidaan pesanum anaa neenga vardachanaya iluttu vittutinga apuram innaika work pandra 99%pasanga vardachanaya kekkarudu illa avanga appa amma kekkuradu daan undu,"['kavalamana', 'vazhkaaa', 'thevayaa', 'sonda', 'appa', 'amma', 'kitta', 'kaasu', 'kekuradu', 'ungalukku', 'urimaya', 'sir', 'inga', 'only', 'ponunga', 'kekkarada', 'pathidaan', 'pesanum', 'anaa', 'neenga', 'vardachanaya', 'iluttu', 'vittutinga', 'apuram', 'innaika', 'work', 'pandra', '99', '%', 'pasanga', 'vardachanaya', 'kekkarudu', 'illa', 'avanga', 'appa', 'amma', 'kekkuradu', 'daan', 'undu']",39
Counter-speech,Antha akka voda iraka kunatha pathu    enaku alugaye vanthuruchu PA. Ippadi patta nalla ullagala prank pannavendam pls. But 2nd partla avanga enna pannaga nu pakka avala iruku bro. Quicka 2part update pannuga pro....,"['antha', 'akka', 'voda', 'iraka', 'kunatha', 'pathu', 'enaku', 'alugaye', 'vanthuruchu', 'pa', '.', 'ippadi', 'patta', 'nalla', 'ullagala', 'prank', 'pannavendam', 'pls', '.', 'but', '2nd', 'partla', 'avanga', 'enna', 'pannaga', 'nu', 'pakka', 'avala', 'iruku', 'bro', '.', 'quicka', '2part', 'update', 'pannuga', 'pro', '......']",37
None-of-the-above,I am unsubscribing sengol channel...ivane Chumma views kaaga olaruran...,"['i', 'am', 'unsubscribing', 'sengol', 'channel', '......', 'ivane', 'chumma', 'views', 'kaaga', 'olaruran', '......']",12
None-of-the-above,Unmai aana aambala singam HRaja,"['unmai', 'aana', 'aambala', 'singam', 'hraja']",5
None-of-the-above,Hey sennila nee sema azhaga irukura di ma.,"['hey', 'sennila', 'nee', 'sema', 'azhaga', 'irukura', 'di', 'ma', '.']",9
Homophobia,Innum konja naal pona enaku boyfriend irukan solli reject pannama enaku girlfriend iruka solli reject pannuvalga pola. Ithukkum police pathukappu kuduthurkinga paru pramatham arputham mama nu summava solranunga,"['innum', 'konja', 'naal', 'pona', 'enaku', 'boyfriend', 'irukan', 'solli', 'reject', 'pannama', 'enaku', 'girlfriend', 'iruka', 'solli', 'reject', 'pannuvalga', 'pola', '.', 'ithukkum', 'police', 'pathukappu', 'kuduthurkinga', 'paru', 'pramatham', 'arputham', 'mama', 'nu', 'summava', 'solranunga']",29
None-of-the-above,Sir vera level sir neenga😍👌🤟,"['sir', 'vera', 'level', 'sir', 'neenga']",5
Xenophobia,Islamiyana en da izhukura echa naye; Asigama thittirva...bjp ku innoru peru vibacharam da thu....,"['islamiyana', 'en', 'da', 'izhukura', 'echa', 'naye', ';', 'asigama', 'thittirva', '......', 'bjp', 'ku', 'innoru', 'peru', 'vibacharam', 'da', 'thu', '......']",18
None-of-the-above,I am venkatesh  Bro Nan Video Nallaerukumthan Sonnen Okkk vaa,"['i', 'am', 'venkatesh', 'bro', 'nan', 'video', 'nallaerukumthan', 'sonnen', 'okkk', 'vaa']",10
None-of-the-above,Unga nadipu vera leval nanba...,"['unga', 'nadipu', 'vera', 'leval', 'nanba', '......']",6
None-of-the-above,Irunkuravanga kodutha illa thavanga epdi kudukurathu,"['irunkuravanga', 'kodutha', 'illa', 'thavanga', 'epdi', 'kudukurathu']",6
Misogyny,Eva oru muttal apdi iruntha ni poranthuruka mata Beta,"['eva', 'oru', 'muttal', 'apdi', 'iruntha', 'ni', 'poranthuruka', 'mata', 'beta']",9
None-of-the-above,Bash Reels  ok na marriage panni vachiruvingala,"['bash', 'reels', 'ok', 'na', 'marriage', 'panni', 'vachiruvingala']",7
Misandry,Onnudaya pakkatheleye ukkara mudeyumma neye tevudeya paya ecchey raja muslimda ye sappulenda evanuku tukkam varathu entha naye payaluku,"['onnudaya', 'pakkatheleye', 'ukkara', 'mudeyumma', 'neye', 'tevudeya', 'paya', 'ecchey', 'raja', 'muslimda', 'ye', 'sappulenda', 'evanuku', 'tukkam', 'varathu', 'entha', 'naye', 'payaluku']",18
Misandry,San Kar  aparam yana sunni konjam veverapundya sollu naya ottu pondiya otha punda,"['san', 'kar', 'aparam', 'yana', 'sunni', 'konjam', 'veverapundya', 'sollu', 'naya', 'ottu', 'pondiya', 'otha', 'punda']",13
Transphobic,Ivanga la patha en friend Inba sathishkumar ku lady getup potta mariye irukanga.,"['ivanga', 'la', 'patha', 'en', 'friend', 'inba', 'sathishkumar', 'ku', 'lady', 'getup', 'potta', 'mariye', 'irukanga', '.']",14
Transphobic,Ivangalukku kaasu podradha stop pannunga first,"['ivangalukku', 'kaasu', 'podradha', 'stop', 'pannunga', 'first']",6
None-of-the-above,First time unga video paakuren..udaney subscribe panniten,"['first', 'time', 'unga', 'video', 'paakuren', '......', 'udaney', 'subscribe', 'panniten']",9
None-of-the-above,Super akka I like you,"['super', 'akka', 'i', 'like', 'you']",5
None-of-the-above,avan ponnu Mathiri ye illa ye,"['avan', 'ponnu', 'mathiri', 'ye', 'illa', 'ye']",6
None-of-the-above,Mg make a video on blackmagie,"['mg', 'make', 'a', 'video', 'on', 'blackmagie']",6
None-of-the-above,I am venkatesh   na pana mistake ku,"['i', 'am', 'venkatesh', 'na', 'pana', 'mistake', 'ku']",7
